"sample","B_cell","CD4_T","CD8_T","Erythroid","Monocyte","NK","Platelet"
"total RNA-seq from sample MUC23533_S351",0.518929692484209,0.436878838105364,0.0299672340998838,0,0,0.0142242353105431,0
"total RNA-seq from sample MUC23536_S354",0.0480087588330488,0.232136542209469,0.322640292763439,0,0,0.166450383038943,0.2307640231551
"total RNA-seq from sample MUC23537_S355",0.395874116292438,0,0,0,0.337746769486558,0,0.266379114221004
"total RNA-seq from sample MUC23538_S356",0.121332647045293,0.551097027136862,0,0,0,0,0.327570325817845
"total RNA-seq from sample MUC23542_S360",0.195667801532539,0.0452422798651098,0.11389853561235,0,0,0.123831077022503,0.521360305967498
"total RNA-seq from sample MUC23543_S361",0.172541872987794,0,0.465662675317375,0,0,0.0912983834700059,0.270497068224825
"total RNA-seq from sample MUC23544_S362",0,0.166302654644676,0.254731652923201,0,0,0.578965692432123,0
"total RNA-seq from sample MUC23545_S363",0,0,0,0,0.0999572978220828,0.900042702177917,0
"total RNA-seq from sample MUC23546_S364",0,0,0.273977659009872,0,0.331196325392904,0.394826015597225,0
"total RNA-seq from sample MUC23547_S365",0,0.195407628188805,0.348099941404298,0,0,0.456492430406896,0
"total RNA-seq from sample MUC23550_S368",0,0,0,0.337337071491119,0,0.662662928508881,0
"total RNA-seq from sample MUC23551_S369",0,0,0.353668121821618,0,0.108226725693368,0.538105152485014,0
"total RNA-seq from sample MUC23556_S374",0.002319109475794,0,0.114465172232738,0,0.0474464731683839,0.366150055935936,0.469619189187148
"total RNA-seq from sample MUC23557_S375",0,0.13971393343449,0,0,0,0.519019399572614,0.341266666992896
"total RNA-seq from sample MUC23558_S376",0,0.965245448288807,0,0,0,0.0347545517111928,0
"total RNA-seq from sample MUC23559_S377",0,0.284754889620625,0,0,0.251906702492412,0,0.463338407886963
"total RNA-seq from sample MUC23561_S379",0,0,0.14928080200335,0.111555246128232,0.0323014959079603,0.168393715038169,0.538468740922288
"total RNA-seq from sample MUC23564_S382",0,0,0.209363287455205,0,0.0462794626837651,0.291899335248421,0.452457914612609
"probe_mean_signal",0.0561801998941179,0.340406498079489,0,0,0.603413302026393,0,0
